KEY,doc,raw_doc_tu
5174_1,가장 대중화 되어있는 맥주라는 생각이 듭니다,대중화 맥주 생각
5175_0,시원하고,시원
5175_1,깔끔한 맛,깔끔 맛
5176_0,맛이 깔끔하고,맛 깔끔
5176_1,맛있음,맛있
5177,맛,맛
5178_0,가장 익숙한 상표고,익숙 상표
5178_1,맛이 괜찮음,맛 괜찮
5179,저렴한가격,저렴 가격
5180_0,달달하니 맛있다,맛있
5180_1,왠지 건강한 보리의 느낌이 물씬 풍긴다,건강 보리 느낌 풍기
5181,가장 많이 마셔서 적응됨,마시 적응
5182_0,맛이 진하고,맛 진하
5182_1,상큼하다,상큼
5183_0,맛이 시원하고,맛 시원
5183_1,담백함,담백
5184_0,Cf의 영향도 좀 있었고,영향
5184_1,친구와 가장 즐겨 먹는 맥주라서,친구 즐기 맥주
5185,내 입맛에 가장 맞는것 같음,내 입맛 것
5186,맛있다,맛있
5187,신선,신선
5188,젊음상징,젊음 상징
5189,젊음이 느껴져서,젊음 느끼
5190_0,단백하고,단백
5190_1,깔끔하다,깔끔
5191,맛이 깔끔하다,맛 깔끔
5192,맛이좋아서,맛
5193_0,대표 브랜드라고,대표 브랜드
5193_1,생각해서,생각
5194_0,첫째는 와이프가 좋아해서 둘째는 먹어보니깐 깔끔하고,첫째 와이프 좋아하 둘째 깔끔
5194_1,맛있어서,맛있
5195_0,1 수입 맥주 중에서는 꽤 저렴한 편 2 특별한 향이 없다,수입 맥주 중 저렴 편 특별 향
5195_1,과일향 같은 것이 나는 맥주를 개인적으로 싫어함 3 디자인이 마음에 든다,과일 향 것 나 맥주 개인 싫어하 디자인 마음
5195_2,빨간색,빨간색
5196_0,광고,광고
5196_1,때문에,때문
5197,맛이 나에게 맞다,맛 나
5198_0,뒷맛이 깔끔하고,뒷맛 깔끔
5198_1,상쾌하다,상쾌
5199,입맛에맞아서,입맛
5200,친근한 느낌,친근 느낌
5201,보편적이라,보편
5202_1,보통 많이 마셔서,마시
5203,맛이 좋아서 상표도 좋다,맛 상표
5204,청량함,청량
5205_0,맛이 강하지 않고,맛 강하
5205_1,목넘김이 부드럽다,목 넘기 부드럽
5206_0,맥주가 살아있는느낌 풍부하다고,맥주 느낌 풍부
5207_0,쏘는 맛이 맘에들고,맛 맘
5207_1,몸에 잘 받는것 같습니다,몸 것
5208_0,간단하고,간단
5208_1,그림이 없어 바로 상표를 알수있다,그림 상표
5209,맛있어서,맛있
5210_0,다른맥주에 비해 뒷맛이 강하고,맥주 비하 뒷맛 강하
5210_1,깔끔,깔끔
5211,부드러운 거품과 목넘김 깊은 향 뒷 맛이 풍부하게 남는다,부드럽 거품 목 넘기 향 맛 풍부
5212_0,맥주전문점이 아니라 일반음식점에서도 있어서 자주 먹게되는 것 같다,맥주 전문점 일반 음식점 것
5212_1,맥스 하이트보다,맥스 하이트
5212_2,쓴맛이 덜한느낌이다,쓴맛 덜하 느낌
5213,맛대문에,맛 대문
5214_0,수입맥주에 비해 가격도 저렴하고,수입 맥주 비하 가격 저렴
5214_1,맛과 청량감이 좋아서 즐겨 마신다,맛 청량감 즐기 마시
5215_0,과일 향과 거품이 풍부하고,과일 향 거품 풍부
5215_1,부드러움,부드럽
5216,국내유일의 흑맥주라서,국내 유일 흑 맥주
5217,맥스를즐겨마셔서,맥스 즐기 마시
5218_0,거품이 깊고,거품
5218_1,마실때 부드럽다,마실 때 부드럽
5218_2,왠지 국산 맥주는 화학제품이 들어간거 같고,국산 맥주 화학제품 들어가 거
5218_3,맛이 없다,맛
5218_4,그러나 호가든은 부드럽게 깔끔하다,호가든 부드럽 깔끔
5219,레몬이란 글자때문에 먹으면 상큼할것같아서 좋아한다,레몬 글자 때문 상큼 것 좋아하
5220_0,맛이 깔끔하고,맛 깔끔
5220_1,싱겁지 않음,싱겁
5221,대부분 가게에서 판매하기 때문에 쉽게 먹을수 있음 tv광고가 아주 시원해보였음 술땡기게 만듬,대부분 가게 판매 때문 수 광고 시원 보이 술 땡기 만들
5222,그냥 눈에 잘 들어와서 읽기 쉬운 글씨체로 써져있어서 마음에 든다,눈 들어오 글씨체 마음
5223,맛때문에,맛 때문
5224,맛있어서,맛있
5225,상표가 시원해 보인다,상표 시원 보이
5226,맛이 고소하다,맛 고소
5227,남성맥주느낌,남성 맥주 느낌
5228,탄산 함유량 높아 맛있음,탄산 함유량 맛있
5229_0,핀리핀에서 엄청나게 먹고,핀리 핀 엄청나
5229_1,반해버렸다,반하
5229_2,얼음을 넣어서 먹는 맥주,얼음 맥주
5230_0,일단 입맛에 잘 맞다,입맛
5230_1,여러병 마셔도 부담이 적다,병 마시 부담
5231_0,늘 먹던 것이고,것
5231_1,맛이 좋다,맛
5232_0,광고나 홍보를 통해 카스가 한국에서 가장 많이 마시는 맥주로 인식이 됨 그리고,광고 홍보 통하 카스 한국 마시 맥주 인식
5232_1,카스가 더 시원하고,카스 시원
5232_2,맛있어요,맛있
5233,칼칼함이 더 좋습니다,칼 칼
5234,처음에는 단맛이나다가 끝맛이 씁쓸해서 좋다,처음 단맛 끝 맛 씁쓸
5235,제일 맛있음 상표느낌이 맘에듬,제일 맛있 상표 느낌 맘 에
5236_0,맥주 본연의 맛이 강하고,맥주 본연 맛 강하
5236_1,뒷맛의 씁쓸함과 깔끔함이 좋다,뒷맛 씁쓸 깔끔
5236_2,CF 모델도 평소 좋아하는 배우이다,모델 평소 좋아하 배우
5237,이미지가 좋음,이미지
5238_0,옥수수향과 맛이 나서 부드럽다,옥수수 향 맛 나서 부드럽
5238_1,병매주로 먹게되는 경우 꼭 먹는다,병 매주 경우
5239_0,맛이 부드럽고,맛 부드럽
5239_1,럭셔리하다,럭셔리
5240_0,시원함이 느껴지는 것 같다,시원 느끼 것
5240_1,카스,카스
5241_0,톡쏘는 시원한 맛 때문에 대중적이고,시원 맛 때문 대중
5241_1,젊은 이미지가 좋아서,이미지
5242_0,맛이 좋기 때문 목넘김이 좋고,맛 때문 목 넘기
5242_1,진하며 후르츠향을 좋아한다,진하 좋아하
5243,국산중에서 가장 탄산이 살아있는 느낌과 보리의 풍부한 향이 좋다,국산 중 탄산 느낌 보리 풍부 향
5244,맛이 깔끔하다,맛 깔끔
5245_0,세계 최고,세계 최고
5245_1,맥주라고,맥주
5245_2,생각합니다,생각
5247_0,부드럽고,부드럽
5247_1,맛이 좋아서,맛
5248_0,다른 상표 맥주보다,상표 맥주
5248_1,거칠고,거칠
5248_2,깊이가 있다,깊이
5249,맛이 제일 깔끔한 것 같다,맛 제일 깔끔 것
5250,처음 접했을때는 다른 맥주와 다른맛이라 신기했는데 먹다보니 그 독특한 매력에 빠져들었다,처음 접하 때 맥주 맛 신기 독특 매력 빠지
5251_0,도수가 낮고,도수
5251_1,순하고,순하
5251_2,맛있어서,맛있
5252_0,다른 맥주에 비해서 맛이 덜 맹한것 같다,맥주 비하 맛 맹하 것
5252_1,깊은맛이 우러나오는 것 같아서 내 입맛에 맞다,맛 우러나오 것 내 입맛
5253,신선해서입니다,신선
5254_0,구체적으로 좋아하는 이유는 아직 없습니다만 대학진학 후 음주를 접해보면서 마셔본 맥주 중에 저랑은 잘 맞았고,구체 좋아하 이유 대학 진학 후 음주 접하 마시 맥주 중 저
5254_1,부모님께서 하이트를 드시곤 합니다,부모 하이트
5254_2,그래서 눈에도 익어있고,눈
5254_3,한 상표라 다른 맥주보다,상표 맥주
5254_4,좋아하는 편입니다,좋아하 편
5255_0,맥주맛이 깔끔하고,맥주 맛 깔끔
5255_1,가격이 저렴한 편이다,가격 저렴 편
5255_2,개인적으로 느끼기에 뒷끝도 없다,개인 느끼 끝
5256_0,뒷맛이 깔끔하고,뒷맛 깔끔
5256_1,시원해서,시원
5257,맛있어서,맛있
5258,부드러운 맛 신선한 느낌 자극적이지 않은 목넘김,부드럽 맛 신선 느낌 자극 목 넘기
5259,라이트 뜻에 맞게 가벼워보여서 좋아해요 여자라 칼로리에 민감하기 때문에 이렇게나마 마음의 위안을 얻을 수 있어서 마음에 드네요,라이트 뜻 가볍 좋아하 여자 칼로리 민감 때문 이렇 마음 위안 수 마음
5260,부모님이 드시는걸 따라 마시게 되었읍,부모 것 따르 마시 읍
5261,밀러만 팔고있는 술집을 자주가서,밀러 술집
5262_0,맛이 깔끔하고,맛 깔끔
5262_1,진하다,진하
5263_0,다른 것 보다,것
5263_1,거품이 부드럽다,거품 부드럽
5264,거품맛,거품 맛
5265_0,맛이 깔끔하고,맛 깔끔
5265_1,시원하다,시원
5266_0,거품이 부드럽고,거품 부드럽
5266_1,향도 약간의 복숭아향이 나서 마시기에 좋다,향도 약간 복숭아 향 나서 마시
5267_0,다필요없고,다 필요
5267_1,맛 하나면 된다,맛 하나
5268_0,맥주가 부드럽고,맥주 부드럽
5268_1,깊은 맛이 있어서,맛
5269_0,칼로리가 낮다고,칼로리
5269_1,광고를 하는걸 보고,광고 것
5269_2,좋아하게 되었음,좋아하
5270,향과 맛이 좋아서,향 맛
5271,흑맥주가 맛있다,흑 맥주 맛있
5272,대중화,대중화
5273,광고가 인상적이다,광고 인상
5274,맛잇어서,맛
5275,목넘김이 좋아서,목 넘기
5276_0,병째 마실 수 있어서 편하고,병 마시 수 편하
5276_1,맛이 깔끔하다,맛 깔끔
5277_0,하이트 맥주를 좋아하다,하이트 맥주 좋아하
5277_1,보니 제가 느끼기에는 하이트 맥주 상표가 괜찮아 보여서 선택 했습니다,제 느끼 하이트 맥주 상표 괜찮 선택
5278_1,모든 식당에 있다,식당
5278_3,가장 먼저 생각난다,생각나
5278_4,맥주를 주문하면 하이트가 나온다,맥주 주문 하이트 나오
5279_0,맛있다,맛있
5279_1,상큼하다,상큼
5280,맛있다,맛있
5281,흑맥주가 고소하다,흑 맥주 고소
5282,탄산이 없어서,탄산
5283_0,마셨을때 다른상표의 맥주들보다,마시 때 상표 맥주
5284,남편과 많이 마셔서,남편 마시
5285_0,회식할때 카스만 마셔서 카스가 입맛에 맞고,회식 때 카스 마시 카스 입맛
5285_1,익숙해져버렸다,익숙
5286_0,상표가 좋은게 아니라 맛이 좋고,상표 맛
5286_1,톡쏘는 맛이 좋아서,맛
5287,내 입맛에 딱 맞게 맛있어서,내 입맛 맛있
5288_0,오래전부터 먹어왔던 습관적인 것이 강하다,오래전 습관 것 강하
5288_1,요즘들어 많은 맥주가 나왔지만 무난하게 즐길 수 있는 맥주를 계속 먹게 되는 것 같다,요즘 맥주 나오 무난 즐기 수 맥주 것
5289,뒷맛이 깔끔함,뒷맛 깔끔
5290,대중적이라서,대중
5291_0,부드럽고,부드럽
5291_1,목넘김이 좋아서,목 넘기
5292,그냥 주변에서 많이 시켜서,주변 시키
5293_0,거품이 부드럽고,거품 부드럽
5293_1,맛이 풍부해서,맛 풍부
5294,맥주맛이 제일 좋아서,맥주 맛 제일
5295,쏘는 맛 떄문,맛
5296,톡쏘는 맛이 좋아서,맛
5297_0,맛이 깊고,맛
5297_1,부드러운 편이고,부드럽 편
5297_2,가격이 적정하다,가격 적정
5297_3,가볍게 즐기기 좋다,가볍 즐기
5298_0,쉽게접할 수 있고,접하 수
5298_1,저렴한 가격,저렴 가격
5299,크림처럼 부드럽기 때문에,크림 부드럽 때문
5300_0,TV광고를 통해 친숙하기도하고,광고 통하 친숙
5300_1,맛있음,맛있
5301,목넘김이 좋아서,목 넘기
5302_0,여자들이 마시기 깔끔하다,여자 마시 깔끔
5302_1,깔끔한게 가장 큰 장점인것 같다,깔끔 장점 것
5303_0,BI가 세련되고,세련
5303_1,맛이 좋다,맛
5304,대부분 다들 많이 마시는 거라서,대부분 다 마시
5305_0,시원하고,시원
5305_1,깔끔하면서도 쓰지 않은 맛때문에,깔끔 맛 때문
5306_0,대중적이고,대중
5306_1,편하게 먹기좋은것 같아요 특별한 맛은 안나지만 시원할때 먹으면 좋은거같아요,편하 것 특별 맛 시원 때 거
5307_0,맥주의 칼로리가 부담스러워서 다른 맥주보다,맥주 칼로리 부담 맥주
5307_1,칼로리가 적은 카스 라이트를 선호함,칼로리 카스 라이트 선호
5308_0,깔끔하고,깔끔
5308_1,진한맛,진한 맛
5309_0,즐겨마시는것이고,즐기 마시 것
5309_1,친숙하다,친숙
5310,맛있어서,맛있
5311,저렴한 가격대비 맛남,저렴 가격 대비 맛 남
5312,맛이 산뜻해서,맛 산뜻
5313_0,다른 맥주보다,맥주
5313_2,입맛에 맞다,입맛
5314_0,맛있고,맛있
5314_1,맛이 깔끔함,맛 깔끔
5315,상표보다는 먹었을때 맛이 고소해요,상표 때 맛 고소
5316_0,대중적이고,대중
5316_1,가격 대비 목 넘김65533 좋기 때문에,가격 대비 목 넘기 때문
5317,맛있어서,맛있
5318_0,뒷맛이 깔끔하고,뒷맛 깔끔
5318_1,시원하고,시원
5318_2,부드럽다,부드럽
5318_4,많은 사람들이 아사히 맥주가 좋다는 이야기를 많이들어서 좋아졌다,사람 아사히 맥주 이야기
5319,맥주의전통,맥주 전통
5320,깊은 맛,맛
5321,물맛이 깔끔하다,물 맛 깔끔
5322_0,상표가 크고,상표
5322_1,간단하게 생겼으며 Cass라는 글씨체가 시원시원하다,간단 생기 글씨체
5323_0,그냥맛있습니다,맛있
5323_1,톡쏘는거나 목넘김이 가장 괜찮은것같아요,것 목 넘기 괜찮 것
5324,맥주의 풍미가 좋다,맥주 풍미
5325,재료의 특유의 향과 맛이 입에 맞아서,재료 특유 향 맛 입
5326_0,맛이 깔끔하고,맛 깔끔
5327,다양한맛이있음,다양 맛
5328,맛있는 음식이랑 궁합이 잘 맞다고나 할까,맛있 음식 궁합
5329_0,제일 무난하고,제일 무난
5329_1,많이 마시게 되면서 좋아하게됨,마시 좋아하
5330_0,맛이 과일향이 나면서 좋아서 그리고,맛 과일 향
5330_1,목에 큰 부담감이 없음,목 부담감
5331_0,호가든 특유의 향이 좋다,호가든 특유 향
5331_1,허브향 같은,허브 향
5332_0,목넘김이나 맛 탄산 향 모두가 타사 맥주보다,목 넘기 맛 탄산 향 모두 타사 맥주
5332_1,맛이 좋다,맛
5333,가장 흔하며 슈퍼에 가서 수비게 접할 수 있다,흔하 슈퍼 수 접하 수
5334_0,재미있고,재미있
5334_1,눈에 잘 들어오기 때문이다,눈 들어오 때문
5336_0,국산 맥주보다,국산 맥주
5336_1,맛 거품 등이 풍부하고,맛 거품 등 풍부
5336_2,전체적으로 더 맛이 좋게 느껴진다,전체 맛 느끼
5337_0,맥주의 거품과 맥주가 고급스럽게 느껴지고,맥주 거품 맥주 고급 느끼
5337_1,맛이 풍부해보인다,맛 풍부 보이
5338_0,좋아하고,좋아하
5338_1,잘 마시는 맥주여서,마시 맥주
5339,입맛에 맞아서,입맛
5340_0,일단 술을 그닥 즐기지 않는 저는 하이네켄의 상표 칼라가 너무 좋고,술 그 학 즐기 저 하이네켄 상표 칼라
5340_1,디자인도 멋스럽습니다,디자인 멋
5340_2,따라서 한 잔을 마시더라고,잔 마시
5340_3,그 느낌을 즐기고,느낌 즐기
5340_5,시원하면서 갈끔한 맥주의 맛이라고,시원 끔 맥주 맛
5340_6,생각하여 좋아합니다,생각 좋아하
5341,탁 쏘는 맛이 좋아,맛
5342,깔끔해서,깔끔
5343_0,맛이 깔끔하고,맛 깔끔
5343_1,풍부하다,풍부
5344,맛있음,맛있
5345,제일 맛이 괜찮은거같다,제일 맛 괜찮 거
5346,맥주맛이 맛있고가격대도 적당하다,맥주 맛 맛있 가격 적당
5347_0,오랫동안 마셔왔고,오랫동안 마시
5347_1,톡쏘는 맛이 좋아서,맛
5348,자주 마시는 맥주라서 눈에 익어서,마시 맥주 눈
5349,멕시코에서 즐겨마시던 맥주라서,멕시코 즐기 마시 맥주
5350,호가든 특유의 향과 부드러운 맥주가 좋다,호가든 특유 향 부드럽 맥주
5351,상쾌해보여서,상쾌
5352_0,맛이 좋다,맛
5352_1,하이네켄께 맛있다,하이네켄 맛있
5353,이유없음 그냥좋음,이유
5354,최근마신 맥주중에 가장 맛에서 가장 기억에 남는다,최근 마시 맥주 중 맛 기억
5355,맛이 좋다,맛
5356_0,맛이 부드럽고,맛 부드럽
5356_1,목넘김이 좋다,목 넘기
5357,맥주중에 제일 개인적으로 마음에 듭니다,맥주 중 제일 개인 마음
5358_0,딱히 이유는 없고,이유
5359,맛의 깊이가 풍부해서 입에 맞다,맛 깊이 풍부 입
5360_0,우리나라제품이고,우리나라 제품
5360_1,괜찮,괘
5361,국산 맥주랑 다르게 맛이있음,국산 맥주 다르 맛
5362,맛이 좋음,맛
5363_0,외국맥주에비해 쉽게살수있고,외국 맥주 비하
5363_1,비린맛이 덜하고,비리 맛 덜하
5363_2,쏘는맛이강함,맛 강하
5365,고급스러움 부드러움,고급 부드럽
5366_0,시원하고,시원
5366_1,깔끔한 이미지 때문,깔끔 이미지 때문
5367,제일 맛있다,제일 맛있
5368,병째 마시는게 좋아성,병 마시
5369,색감이 이쁘다,색감 이쁘
5370_0,맛이 톡쏘면서 다른맥주와는 다르게 부드럽고,맛 맥주 다르 부드럽
5370_1,상쾌한느낌,상쾌 느낌
5371,맛있어서 좋아한다,맛있 좋아하
5372_0,호가든은 약간 상큼한 맛이 잇고,호가든 상큼 맛
5372_1,부드럽고,부드럽
5372_2,맛이 좋습니다,맛
5373_0,맛이 풍부하다,맛 풍부
5373_1,대형마트에서 쉽게 살 수 있다,대형마트 수
5374,맛이 깨끗할 것 같아서,맛 깨끗 것
5375_0,맛과 향이 진하고,맛 향 진하
5376_0,병도 너무 이쁘고,병 이쁘
5376_1,맛있다,맛있
5377,다른 맥주에 비해서 특별히 쓴맛이 강해서,맥주 비하 쓴맛 강하
5378,밀러를 파는 호프집에서 먹어봤는데 맛이 좋았음,밀러 호프 집 맛
5379,맛이 다른맥주에 비해 맛이 좋음,맛 맥주 비하 맛
5380,맥주가 목으로 넘어갈 때의 그 시원한 느낌이 좋다,맥주 목 넘어가 때 시원 느낌
5381_0,깔끔하고,깔끔
5381_1,시크한매력,시크 매력
5382_0,맛이 풍부하고,맛 풍부
5382_1,고급스러운 느낌이어서,고급 느낌
5383,독일맥주에 향이좋아서,독일 맥주 향
5384,청아한 느낌,청아 느낌
5385_0,국산맥주에 비해 부드럽고,국산 맥주 비하 부드럽
5385_1,맛이 맛있어서,맛 맛있
5386,시원함,시원
5387_0,끝맛이 독하지 않고,끝 맛 독하
5387_1,부드럽다,부드럽
5387_2,국내 맥주에서 느낄 수 없는 맛이다,국내 맥주 느끼 수 맛
5388_0,맛이 좋고,맛
5388_1,부드럽다,부드럽
5389,시원함이 느껴져서,시원 느끼
5390_0,맛이 진하고,맛 진하
5390_1,향이 좋다,향
5391,항상 먹던거라서,거
5392,톡쏘는 맛과 짜릿함이 좋아서 카스 라이트를 잘 마시는 편입니다,맛 짜릿 카스 라이트 마시 편
5393,마시면 끝맛이 깔끔해서 좋아함,마시 끝 맛 깔끔 좋아하
5394_0,바탕 노란 색이 맥주를 상징하여 맥주를 먹고,바탕 노랗 색 맥주 상징 맥주
5395_0,고소한 맛이 진하고,고소 맛 진하
5395_1,대중적으로 인기가 좋다고,대중 인기
5395_2,생각되어서,생각
5396,순한 맛과 다양한 카스의 맛이 있기때문에,순하 맛 다양 카스 맛 때문
5397,맛이시원하고좋다,맛 시원
5398,고급스러운 이미지,고급 이미지
5399,시원한 느낌 ,시원 느낌
5400,카스가 그냥 내 입맛에 맞아서,카스 내 입맛
5401_0,맛이 깔끔하고,맛 깔끔
5401_1,시원하다,시원
5402_0,가장 오랫동안 눈에 익고,오랫동안 눈
5402_1,시원해보임,시원 보이
5403_0,카스맥주맛이 다른브랜드보다,카스 맥주 맛 브랜드
5403_1,깔끔해서 카스상표를 좋아함,깔끔 카스 상표 좋아하
5404,광고모델,광고 모델
5405,글자체가 이뻐서,글자체 이쁘
5406,일반 맥주와는 조금 다른 특유한 향이 좋아서,일반 맥주 특유 향
5407_0,가장 친근하고,친근
5407_1,입맛에 딱 맞는다,입맛
5407_2,원래 맥주만은 잘 안마시는데 개인적으로 소주와 함께 섞어마시면 가장 맛있는 맥주가 카스인거 같다,원래 맥주 마시 개인 소주 마시 맛있 맥주 카스 거
5408,부드러움,부드럽
5409,깔끔해서,깔끔
5410_0,시원하고,시원
5410_1,깔끔하고,깔끔
5410_2,깊은맛,맛
5411,라이트라서 살이 덜 찔거 같음,라이트 살 거
5412,다른 맥주에 비해 맛과 목넘김이 깔끔한 느낌이 들어서,맥주 비하 맛 목 넘기 깔끔 느낌
5413,톡쏘는 맛,맛
5414_0,맛이 깔끔하고,맛 깔끔
5414_1,병 디자인도 마음에 든다,병 디자인 마음
5415,맛이 깔끔해서,맛 깔끔
5416_0,부드럽고,부드럽
5416_1,다른맥주에 비해 단맛이 강한편,맥주 비하 단맛 강 한편
5417,심플,심플
5418,깊은 흑맥주의 풍미 때문에,흑 맥주 풍미 때문
5419,풍부한 거품과 시원한 맛,풍부 거품 시원 맛
5420,톡쏘는 느낌이 다르다,느낌 다르
5421,맛있어서,맛있
5422,맥주맛이 깔끔하다,맥주 맛 깔끔
5423,맛이 풍부하다,맛 풍부
5424_0,맛과 향이 탁월하고,맛 향 탁월
5424_1,가격이 저렴하다필리핀 현지가격,가격 저렴 하 다 필리핀 현지 가격
5425,맥주를 먹으면 배가 나오는데 카스라이트는 칼로리가 작은 편이라서 선호 광고의 영항으로,맥주 배 나오 카스 라이트 칼로리 편 선호 광고 영항
5426,흑맥을 연상시키는 블랙계열의 상표라서 보는이로 하여금 맥주를 마시기도 전에 느낌을 주는 상표이다,흑 맥 연상 블랙 계열 상표 이 맥주 마시 전 느낌 상표
5427,그냥 맛있음,맛있
5428,맛이 좋다,맛
5429,흑맥주의 대명사,흑 맥주 대명사
5430,CF를 가장 많이 본 것 같다,것
5431_0,흑맥주로 처음 먹었었던 맥주이고,흑 맥주 처음 맥주
5431_1,정말 인상깊은 맛이었습니다,인상 맛
5431_2,맥주전문점 주방에서 보조로 일할때에 먹어보았는데 정말 최고였습니다,맥주 전문점 주방 보조 일 때 최고
5432,술이 약하여 다음날 숙취로 머리가 많이 아픈경우가 있는데 아사히는 뒤끝이 깨끗해서 마시기 편함,술 약하 다음날 숙취 머리 아프 경우 아사히 뒤끝 깨끗 마시 편하
5433_0,일반 맥주보다,일반 맥주
5433_1,맛있을 거 같아서정작 마시면 별 차이점 못느끼지만 웬지 레몬이라는 단어가 더 맛있게 보임,맛있 거 정작 마시 차이점 느끼 레몬 단어 맛있 보이
5434_0,일단 맥주 맛이 부드럽고,맥주 맛 부드럽
5434_1,깔끔해 기억하게 된 맥주다,깔끔 기억 맥주
5434_2,병 또한 너무 귀엽다,병 귀엽
5434_3,마시고,마시
5434_4,싶게 만든다,만들
5435,땀 흘린 후 마시는 시원한 맥주를 좋아하기에 목넘김이 부드러운 카프리를 제일 좋아합니다,땀 흘리 후 마시 시원 맥주 좋아하 목 넘기 부드럽 카프리 제일 좋아하
5436,시원한 느낌,시원 느낌
5437,맛있어서,맛있
5438_0,브랜드가 고급스럽고,브랜드 고급
5438_1,맛도 부드럽고,맛 부드럽
5438_2,분위기 있음,분위기
5439_0,평범하고,평범
5439_1,문안해서,문안
5440,깔끔해서,깔끔
5441,아사히 생맥주의 부드러운 거품과 맛이 좋아서요,아사히 맥주 부드럽 거품 맛
5442,부드러워서,부드럽
5443_0,제일 대중적으로 사람들에게 알려져있고,제일 대중 사람 알리
5443_1,뭔가 맥주를 마실때 내는 소리와 비슷해서 깨끗하고,뭐 맥주 마실 때 내 소리 비슷 깨끗
5443_2,시원하게 들린다,시원 들리
5444,부드럽다,부드럽
5445,깔끔,깔끔
5446_0,부드럽고,부드럽
5446_1,시원하다,시원
5446_2,카스라는 발음이 상쾌하다,카스 발음 상쾌
5446_3,광고를 보면 맥주 생각이 나게 만든다,광고 맥주 생각 만들
5447,맛이 강하지도 않으면서 깔끔한 맛이남,맛 강하 깔끔 맛 이남
5448,상쾌한 맛,상쾌 맛
5449,가볍지 않은 맛,가볍 맛
5450,남편이 먹기에 같이 먹다보니 입맛에 맞아서,남편 입맛
5451,시원함이 느껴짐,시원 느끼
5452,칼로리가 낮아서,칼로리
5453,차승원이 선전하는 아사히 엔젤링을 보면서 꼭 먹고싶었다 ,차승원 선전 아사히 엔젤 링
5454_0,맥주 맛이 부드럽고,맥주 맛 부드럽
5454_1,이름이 입에 잘 달라붙는 느낌 맥주맥스,이름 입 달라붙 느낌 맥주 맥스
5455_0,흑맥주를 좋아하는네 거품이 부드럽고,흑 맥주 좋아하 거품 부드럽
5455_1,기네스만의 향이있음,기네스 향
5456_0,생맥주를 마실 경우 거품이 제일 맛있고,맥주 마시 경우 거품 제일 맛있
5456_1,부드러운 맥주다,부드럽 맥주
5457,뒷 맛이 가장 깔끔한 느낌과 저렴한 가격,맛 깔끔 느낌 저렴 가격
5458_0,일단 라이트라 좋고,라이트
5458_1,어디에서도 구하기 쉬운편,어디 구하 편
5459_1,부드럽다,부드럽
5459_2,부드러운 맛에 비해 도수가 약간 높은 편,부드럽 맛 비하 도수 편
5460,목넘김이 부드러움,목 넘기 부드럽
5461,맛이 깨끗해서,맛 깨끗
5462,맛있다,맛있
5463,목넘김이 좋다,목 넘기
5465,맛이 깨끗하다,맛 깨끗
5466_0,맛이 너무 좋다,맛
5466_1,챔피언스 리그 스폰서로 이미지가 좋다,챔피언스 리그 스폰서 이미지
5467,집사람이 좋아해서,집사람 좋아하
5468,남편이 그맥주를 좋아해서 나도 좋아하게됨,남편 맥주 좋아하 나 좋아하
5469_0,맜있어서 가격이싸고,가격
5469_1,끝맛이깔끔함,끝 맛 깔끔
5470,맛이 풍성한 듯해서,맛 풍성 듯
5471_0,일반사람들이 처음에 접하게 되는게 기본적으로 하이트 인것으로 알고있습니다,일반 사람 처음 접하 기본 하이트 인 것
5471_1,여러 종류의 맥주들도 많이 나오고,종류 맥주 나오
5471_2,있지만 그래도 사람들이 제일 많이 찾는건 하이트 인걸로 알고있습니다,사람 제일 건 하이트 인걸
5471_3,기본적으로 첫째로 너무싱겁지도않고너무 달지도 않으며 비율이 잘 섞여 있어서 좋은거 같습니다,기본 첫째 싱겁 비율 섞이 거
5471_5,배달음식을 시켜먹을때에도 맥주시키면 캔맥주나 병맥주로 오는건 하이트가 많습니다,배달 음식 시키 때 맥주 캔 맥주 병 맥주 건 하이트
5471_6,그많큼 사람들의인지도가 많이 높으며 대중성이 높고,사람 인지도 대중
5471_7,많이 찾는 맥주 인거 같습니다,맥주 인 거
5471_8,그래서 저는 하이트를 제일 좋아합니다,저 하이트 제일 좋아하
5472_0,맛이 깔끔하고,맛 깔끔
5472_1,아사히 생맥주 점이 많이 들어서있어 쉽게 접할수있다,아사히 맥주 점 접하 수
5473_0,맥스는 부드러우면서 하이트보다,맥스 부드럽 하이트
5473_1,더 생맥주같은 느낌이 들고요 무엇보다,맥주 느낌 무엇
5473_2,톡쏘는 맛이 최고입니다,맛 최고
5474,맛이 좋아서,맛
5475_0,맛이 깔끔하고,맛 깔끔
5476,주변에서 반응이 좋음,주변 반응
5477_0,이름도 짧아서 눈에 확띠고,이름 눈
5477_1,노란색과 파란색의 조화로 보기도좋다,노란색 파란색 조화
5478_0,친숙하고,친숙
5478_1,다른것보다,것
5478_2,맛이 월등히좋은것같다,맛 것
5479,맛,맛
5480,고소한 보리맛이 가장 강하게 느껴지는 맥주다,고소 보리 맛 강하 느끼 맥주
5481,강한 맛 톡쏘는 느낌,강하 맛 느낌
5482,맛이 부드럽다,맛 부드럽
5483,순함,순함
5484_0,특별히 좋아한다기보단 익숙하고,좋아하 익숙
5484_1,자주 찾게 되는 것 같다,것
5485,흑맥주 맛이 좋다,흑 맥주 맛
5486_0,넘김이 좋고,넘기
5486_1,깨끗한 맛때문에,깨끗 맛 때문
5487_0,다른 맥주보다,맥주
