KEY,doc,raw_doc_tu
2567_1,풍부한 맛 대한민국 맥주랑 맛이 다름 약간 비싸서 문제,풍부 맛 대한민국 맥주 맛 다르 비싸 문제
2568,깔끔한 별모양과 다른 무늬없는 심플함,깔끔 별 모양 무늬 심플
2569,카스공장 견학 이후 왠지모를 호감,카스 공장 견학 이후 모르 호감
2570_0,목넘김이 좋은것 같다,목 넘기 것
2570_1,맛과 향도 좋음,맛 향도
2571_0,진한 맛과 부드럽고,진하 맛 부드럽
2571_1,적당한 탄산과 목넘김,적당 탄산 목 넘기
2572_0,깔끔하고,깔끔
2572_1,가벼운 느낌이 좋다,가볍 느낌
2573,아사히,아사히
2574_0,부드러운거품이 최고,부드럽 거품 최고
2574_1,가게마다,가게
2574_2,생맥 맛도 다르다,맥 맛 다르
2575,맛이 내가좋아하는맛이다,맛 내 좋아하 맛
2576,맛이 좋다,맛
2577,이름이 좋다,이름
2578_0,끝맛이 깔끔하고,끝 맛 깔끔
2578_1,거품이 많지않아서 배가빨리 부르지않고,거품 배가 부르
2578_2,부담스럽지않다,부담
2579,외국맥주 잘 접할수없어서,외국 맥주 접하 수
2580,풍미,풍미
2581,진한 흑맥주라서,진하 흑 맥주
2582_0,맥주가 가장 깔끔하고,맥주 깔끔
2582_1,먹기가 젤 편합니다,젤 편하
2583_0,목넘김이 부드럽고,목 넘기 부드럽
2583_1,거품이 적음,거품
2584,음료맛이나서좋다,음료 맛
2585_0,탄산의 정도가 알맞아서 목넘김이 좋고,탄산 정도 알맞 목 넘기
2585_1,익숙해서 좋다,익숙
2586,음 끝맛이좋아요,음 끝 맛
2587,맛이 순해서 좋아요,맛 순
2588_0,맛이 좋다,맛
2588_1,거품이 부드럽다,거품 부드럽
2588_2,뒷끝이 깔끔하고,끝 깔끔
2588_3,숙취가 없다,숙취
2589,맛이있어서,맛
2590,예뻐서,예쁘
2591_0,상표보다,상표
2591_1,맛이 좋아요 부드럽구요,맛 부드럽
2592,최근 맥주중에 가장 깔끔한 맛이 나서 선호합니다,최근 맥주 중 깔끔 맛 나서 선호
2593_0,마셨을때 맛있고,마시 때 맛있
2593_1,잘 넘어간다,넘어가
2594,오래된 전통,오래되 전통
2595,드라이감이 좋가,드라이 감
2596,세련되보임,세련 보이
2597,맛있음,맛있
2598,담백한맛,담백 맛
2599,맛이 좋다,맛
2600_0,국산이라 상대적으로 싸고,국산 상대
2600_1,다른 맥주보다,맥주
2600_2,맛이 풍부합니다,맛 풍부
2601_0,맛있고,맛있
2601_1,값저렴,값 저렴
2602,다른 맥주들에 비해 맛이 좋다,맥주 비하 맛
2603,맛이 좋아서,맛
2604,우연히 먹어봤는데 맛있었다,맛있
2605_0,부드럽고,부드럽
2605_1,뒷맛이 깔끔하고,뒷맛 깔끔
2605_2,고소하다,고소
2606_0,맛이 부드럽고,맛 부드럽
2606_1,향이 좋음,향
2607,맛이 좋아서,맛
2608_0,외국맥주에 싸고,외국 맥주
2608_1,시원맛이 강하다,시원 맛 강하
2609_0,맥주 맛이 좋고,맥주 맛
2609_1,요즘 광고도 호감이 간다,요즘 광고 호감
2610,맥주맛이 고소하다,맥주 맛 고소
2611_0,부드럽고,부드럽
2611_1,뒷맛이 깔끔해사,뒷맛 깔끔
2612,오랜역사와 네델란드 브랜드 이기 때문에 맛도 상당히 좋다,역사 네델란드 브랜드 이기 때문 맛
2613,대중적으로 많이 판매되는거같다,대중 판매 거
2614,깔끔한맛과 청량감 젊은 이미지,깔끔 맛 청량감 이미지
2615,열량이 낮아서,열량
2617_0,맛있고,맛있
2617_1,유럽축구대항전 스폰서 이기 떄문,유럽 축구 대항전 스폰서 이기
2618,자주마셔서,마시
2619,그냥 예전부터 맥주하면 화이트 맥주 원조 아닌가요,예전 맥주 화이트 맥주 원조
2620_0,맛있고,맛있
2620_1,가격이 저렴한 라거라서,가격 저렴 라거
2621_0,부드럽고,부드럽
2621_1,목넘김이 좋음,목 넘기
2622,맥주맛의 부드러움과 품격이 호가든만의 앰블럼에 잘 표현되어 있는것 같습니다,맥주 맛 부드럽 품격 호가든 표현 것
2623_0,맛도 좋고,맛
2623_1,고급스러워서,고급
2624,맛이 보리처럼 구수한맛이난다,맛 보리 구수 맛
2625,맛있다,맛있
2626,맛 있어서,맛
2627,칼로리가 적어서,칼로리
2628,도수가 낮아서,도수
2629_0,시원하고,시원
2629_1,목넘김이 좋다,목 넘기
2630,음료수처럼 먹기 편해서,음료수 편하
2631,맛있음,맛있
2632,맛이 좋아서,맛
2633,맥주의 맛과 이름이 마음에 듭니다,맥주 맛 이름 마음
2634_0,상큼하고,상큼
2634_1,시원해 목넘김이 좋다,시원 목 넘기
2635,청량감이 좋은 맥주 향이 좋으며 목넘김이 마음에 든다,청량감 맥주 향 목 넘기 마음
2636_0,맥주맛이 깔끔하다고,맥주 맛 깔끔
2636_1,느껴져서,느끼
2637,입맛에 맞아서,입맛
2638_0,다른맥주에 비해 맛이 있다,맥주 비하 맛
2638_1,깔끔한 느낌 모 맥주는 약간 비린맛같은 맛과 밍밍한 느낌이 나는데 비해 카스는 맥주만의 톡 쏘는맛과 전체적으로 깔끔하면서 좋은느낌의맛을 준다,깔끔 느낌 맥주 비리 맛 맛 느낌 비하 카스 맥주 맛 전체 깔끔 느낌 맛
2638_2,신선함의 느낌이 있다,신선 느낌
2639_0,다른 맥주보다,맥주
2639_1,깔끔하고,깔끔
2639_2,시원한것 같다,시원 것
2640_0,일본맥주이고,일본 맥주
2640_1,맛이 매우 시원하고,맛 시원
2640_2,좋으며 넘기는정도가 매우 부드럽고,넘기 정도 부드럽
2640_3,가격도 비싸서 명품같기때문,가격 비싸 명품 때문
2641,맛이 있음 뒷맛이 깔끔함,맛 뒷맛 깔끔
2642,아사히 맥주 자체의 상쾌함과 깔끔함,아사히 맥주 자체 상쾌 깔끔
2643_0,맛이 깔끔하고,맛 깔끔
2643_1,보리향이 적당하다,보리 향 적당
2643_2,맥주 특유의 보리냄새가 덜하다,맥주 특유 보리 냄새 덜하
2644,맛이 깊어서,맛
2645_0,도수가 높지 않으면서 여러맛이 있고,도수 맛
2645_1,음료수처럼 먹을수 있어서,음료수 수
2646,깔끔함,깔끔
2647_0,맛있고,맛있
2647_1,거품을 많이 느낄 수 있으며 광고고,거품 느끼 수 광고
2647_2,나름 마음에 들었다,나름 마음
2648_0,워낙 오래전부터 톡쏘는 맛이 입에 길들여져서 항상 카스병맥주를 주로 찾습니다,오래전 맛 입 길들이 카스 병 맥주
2648_1,같은 카스라도 생맥주와 캔맥주와는 또다른 맛인것 같습니다,카스 맥주 캔 맥주 맛 것
2649,맛이 좋아서뒷맛이 깔끔함,맛 좋아서 뒷맛 깔끔
2650,똑 쏘는 맛,맛
2651_0,일단 가장 많이 마셔보았고,마시
2651_1,자주 마신다,마시
2651_2,내 입에 가장 잘 맞는 것 같다,내 입 것
2652_0,맛이 깔끔하고,맛 깔끔
2652_1,맛있다,맛있
2653,맥주상표보다는 제품이 가지는 이미지와 호가든 자체의 풍부한 거품이 들어간 약간 김이 빠진듯한 특유의 맛이 좋아서 선택했다,맥주 상표 제품 가지 이미지 호가든 자체 풍부 거품 들어가 김 빠지 특유 맛 선택
2654_0,탄산이 덜 심한거 같고,탄산 심하 거
2654_1,맛이 더 좋아서 그럴수도 있지만 같이 다니는 친구들이 아사히를 좋아해서 그후로 좋아하게 됬다,맛 그렇 수 다니 친구 아사히 좋아하 후 좋아하
2655_0,맛이 다르더라구요 여름에 뉴욕과 일본에서 마셨는데 아직도 그 시원하고,맛 다르 여름 뉴욕 일본 마시 시원
2655_1,깔끔한 그 느낌을 잊을 수가 없어요 그 후로 한국에서도 계속 찾아서 마시고,깔끔 느낌 수 후 한국 마시
2656,밀맥주의 부드러움이 편안하게 마시기에 딱 알맞다,밀 맥주 부드럽 편안 마시 알맞
2657,맥주맛이 마음에 든다,맥주 맛 마음
2658_0,무엇보다,무엇
2658_1,맥주가 입맛에 맞아서 상표가 좋아보인다,맥주 입맛 상표 보이
2659,목넘김이 깔끔해요,목 넘기 깔끔
2660_0,카스 라이트가 제일 맛있는 것 같은 느낌이 들어서 좋다,카스 라이트 제일 맛있 것 느낌
2660_1,싸이가 진행하던 광고도 계속 기억에 남아서 비록 지금은 싸이가 하이트 모델을 하고,이 진행 광고 기억 지금 이 하이트 모델
2660_2,있지만 카스를 고르게 된다,카스 고르
2661,친근,친근
2662,싸한 맛이 좋다,맛
2663_0,가장 보편적으로 접할수 있고,보편 접하 수
2663_1,톡쏘는 맛이 좋음,맛
2664_0,가장 친숙하고,친숙
2664_1,상표를 보면 맥주맛이 생각난다,상표 맥주 맛 생각나
2665,부드러운 맛,부드럽 맛
2666_0,국내산을 좋아하는게 그 중에 맛이 가장 좋고,국내 산 좋아하 중 맛
2666_1,깔끔하다,깔끔
2667_0,깔끔하고,깔끔
2667_1,목넘김이 좋다,목 넘기
2668,나에게입맛이맞는거같다,나 입맛 거
2669_0,맛과 향이 풍부하고,맛 향 풍부
2669_1,다른 흑맥주와 비교해서 더 맜있어서,흑 맥주 비교
2670,맛이좋음,맛
2671,예전부터 마시던 상표,예전 마시 상표
2672,가장 많이 접하기때문,접하 때문
2673_0,맥주의 맛이 뛰어나다,맥주 맛 뛰어나
2673_1,청량감이 심하지 않다,청량감 심하
2674_0,술이라는 느낌이 거의 없고,술 느낌
2674_1,탄산음료같다,탄산음료
2675,그냥 맛있어서 호감이 감,맛있 호감 감
2676,독특한 향과 전용 잔으로 편안하게 즐길수 있다,독특 향 전용 잔 편안 즐기 수
2677,깨끗하다,깨끗
2678_0,흑맥주를 좋아함 기포가 적고,흑 맥주 좋아하 기포
2678_1,맛이 풍부함,맛 풍부
2679_0,맛이 풍부하고,맛 풍부
2679_1,향이 좋다,향
2679_2,또한 탄산이 적당하다,탄산 적당
2680_0,향이 좋고,향
2680_1,부드럽고,부드럽
2680_2,상큼함이 좋다,상큼
2681_0,맛도 좋고,맛
2681_1,뒷맛이 깔끔함,뒷맛 깔끔
2682_0,식당이나 술집을 가게되면 제일 자주 찾고,식당 술집 가게 제일
2682_1,먹는게 카스 맥주인거 같다,카스 맥주 거
2682_2,하이트 맥주 보다는 맥주맛이 있어 되도록이면 카스 맥주를 달라고,하이트 맥주 맥주 맛 카스 맥주
2682_3,하는데 주위 사람들도 거의 대부분 카스 맥주를 찾기 때문에 제일 많이 먹는다,주위 사람 대부분 카스 맥주 때문 제일
2682_4,TV광고에서도 카스 맥주가 제일 눈에 띄는 것 같고,광고 카스 맥주 제일 눈 것
2682_5,어느 음식점이나 볼 수 있는 맥주라 카스맥주가 좋다,음식점 수 맥주 카스 맥주
2683,제가 자주 즐겨 찾는 맥주입니다,제 즐기 맥주
2684_0,일단 나에게 가장 잘맞는 맥주는 MAX라고,나 맥주
2684_1,생각합니다,생각
2684_2,목에 넘겼을때 부담이없기때문에 꽉찬느낌이네요 그래서 이름도 잘지었어요 맥스,목 넘기 때 부담 때문 찬 느낌 이름 맥스
2686,즐겨마시는제품이라,즐기 마시 제품
2687,맛있어서,맛있
2688,달콜함,달 콜
2689,깨끗한 맛과 깨끗한 이미지,깨끗 맛 깨끗 이미지
2690_0,개인적으로 맥주맛이 괜찮고,개인 맥주 맛 괜찮
2690_1,디자인이 세련된 느낌이다,디자인 세련 느낌
2691_0,맛이 상쾌하고,맛 상쾌
2691_1,쏴해서 질리지않고,질리
2691_2,마실 수 있어요,마시 수
2692,톡쏘는 느낌이 좋아서,느낌이 좋아
2693,한국인의 입맛에 딱 맞는 톡쏘는듯한 맛이 좋다,한국인 입맛 듯 맛
2694_0,거품과 함께 마셨을 때 부드러운 그 느낌이 좋아요 다른 맥주에 비해 부드럽고,거품 마시 때 부드럽 느낌이 좋아 맥주 비하 부드럽
2694_1,연하고,연하
2694_2,거품이 다른 제품은 별로 좋아하지 않는데 호가든은 달라요,거품 제품 좋아하 호가든 다르
2695,풍부한 거품과 부드러움,풍부 거품 부드럽
2696,순한 맛이 입에 맞음,순하 맛 입
2697,광고를 처음 봤을때 맘에 들었다,광고 처음 때 맘
2698_0,맥주 상표 같고,맥주 상표
2698_1,영어글자 모양이 맘에 듬,영어 글자 모양 맘
2699,맛있다,맛있
2700_0,술맛이 많이 없어서 그리고,술 맛
2700_1,배부름도 많이 없어서,배부르
2701_0,국내 맥주라 저렴하지만 그 동안 맛이 없다는 국내맥주의 편견을 깬 최초의맥주라고,국내 맥주 저렴 동안 맛 국내 맥주 편견 최초 맥주
2701_1,생각함 고소하고,생각 고소
2701_2,특유의 맥주 비린내도 나지않음,특유 맥주 비린내
2702,쌉사로운 뒷맛이 깨끗하다,뒷맛 깨끗
2703_0,가장 흔하고,흔하
2703_1,무난한 맥주라고,무난 맥주
2703_2,생각한다,생각
2703_3,맛도좋고,맛
2703_4,가격도 저렴하다,가격 저렴
2704,늘 먹던 맥주이며 톡쏘는 맥주의 맛이 좋다,맥주 맥주 맛
2705,독특한 맛과 향,독특 맛 향
2706,맛이 좋다,맛
2707_0,맛이 깔끔해서 최근 많이 찾고,맛 깔끔 최근
2708,맛이 좋다,맛
2709,예전에 하이트 공장을 체험을 통한 기억 때문에,예전 하이트 공장 체험 통하 기억 때문
2710_0,병으로 앙증맞게 있어서 먹기도 좋고,병 앙증맞
2710_1,먹을때 기분이 좋아서 목넘김이 부드러워서,때 기분 목 넘기 부드럽
2711_0,맛이 깔끔하고,맛 깔끔
2711_1,부드럽다,부드럽
2712,내 입맛에 맞다,내 입맛
2713,맛이 깔끔하다,맛 깔끔
2714,맛있어서,맛있
2715,맛이좋다,맛
2716,늘 즐겨먹어서 익숙히다,즐기
2717,그냥 입맛에 맞아서,입맛
2718,맛이 깔끔함,맛 깔끔
2719_0,국산 맥주중 맥아맛에 풍미가 가장 좋고,국산 맥주 중 맥아 맛 풍미
2719_1,국산맥주라서 저렴하다,국산 맥주 저렴
2719_2,라거라서 부드러움이 있고,라거 부드럽
2719_3,보리맛이 강하다,보리 맛 강하
2719_4,쓴맛이 적어 여성들과 먹기에도 편하다,쓴맛 여성 편하
2720_0,드라이한 맛이 입맛에 맞고,드라이 맛 입맛
2720_1,이전부터 줄곧 먹던 맥주라 친숙하다,이전 맥주 친숙
2720_2,캔의 모양도 이쁘다,캔 모양 이쁘
2721_0,맥주 맛도 좋고,맥주 맛
2721_1,김연아가 선전하는 것이라서 그냥 좋다,김연아 선전 것
2722,구입가격대중성,구입 가격 대중
2723,맛이 좋아서,맛
2724,시원한 맛,시원 맛
2725_0,깔끔하고,깔끔
2725_1,순한맛 용기디자인도 마음에 듬,순하 맛 용기 디자인 마음
2726,맛잇다 ,맛
2727,맛이 풍부하다,맛 풍부
2728,맛이조아서,맛 이조
2729_0,맥주의 끝맛이 좋고,맥주 끝 맛
2729_1,시원함을 가장 많이 느끼게해줌,시원 느끼
2730_0,15년 정도로 가장 오랫동안 마셔왔고,년 정도 오랫동안 마시
2730_1,또 오래된 브랜드라서 신뢰가 가기 때문에 맛도 신뢰도가 높아서 그런지 맛있다고,오래되 브랜드 신뢰 때문 맛 신뢰도 그렇 맛있
2730_2,느껴지기 때문에,느끼 때문
2731,목 넘김이 부드럽다,목 넘기 부드럽
2732_0,쓴맛이 덜하고,쓴맛 덜하
2732_1,여운이 덜남는것같음,여운 것
2733_0,향과 맛이 좋고,향 맛
2733_1,부드러워서 좋아합니다,부드럽 좋아하
2734_0,부드럽고,부드럽
2734_1,상쾌하다,상쾌
2735,맛있어서,맛있
2736,맛,맛
2737,넘김이 부드럽다,넘기 부드럽
2738,맛,맛
2739_0,일본에 여행갔을때 먹어보고는 진한 보리맛에 반해 한국에 돌아온후 쭉 찾아 마시고,일본 여행 때 진하 보리 맛 반하 한국 돌아오 후 마시
2740,진한맛,진한 맛
2741,맛이 부드러워서,맛 부드럽
2742,오래동안 마셔왔던 상표임,동안 마시 상표
2743,부드러운 목넘김과 다양한 맛,부드럽 목 넘기 다양 맛
2744,맛이좋다,맛
2745,깔끔한 맛이 좋아서,깔끔 맛
2746_0,맛이있기때문입니다,맛 때문
2746_1,음료수같음,음료수
2747_0,맛이 진하고,맛 진하
2747_1,고소하기 때문에,고소 때문
2748,엔젤링때문에,엔젤 링 때문
2749_0,거품맛이 일품이고,거품 맛 일품
2749_1,목넘김이 좋음,목 넘기
2750_0,호가든은 개인적으로 좋아하는 맥주이다,호가든 개인 좋아하 맥주
2750_1,맥주맛이 좋아서 상표도 좋아보이는게 아닐까,맥주 맛 상표 보이
2751,맛이 달콤해서,맛 달콤
2752_0,호가든의 풍부한 거품의 맛이 부드럽고,호가든 풍부 거품 맛 부드럽
2752_1,목넘김에 좋다,목 넘기
2753_0,맛이 부드럽고,맛 부드럽
2754,맥주가 맛있어서,맥주 맛있
2755,맛,맛
2756_0,주로 즐겨먹는 맥주이고,즐기 맥주
